trace_name,event_id,station,taupy_p,emsc_p,correction,status
ev_KO_URFA_.emsc_event_20230304_0000062,quakeml:eu.emsc/event/20230304_0000062,KO.URFA,5507.0,5520.0,13.0,updated
ev_KO_BNN_.emsc_event_20230619_0000012,quakeml:eu.emsc/event/20230619_0000012,KO.BNN,4853.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230307_0000093,quakeml:eu.emsc/event/20230307_0000093,KO.KOZT,4287.0,4190.0,-97.0,updated
ev_KO_DARE_.emsc_event_20230405_0000191,quakeml:eu.emsc/event/20230405_0000191,KO.DARE,5084.0,5120.0,36.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000182,quakeml:eu.emsc/event/20230304_0000182,KO.GAZ,4936.0,5090.0,154.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000087,quakeml:eu.emsc/event/20230307_0000087,KO.KOZT,4734.0,4730.0,-4.0,updated
ev_KO_URFA_.emsc_event_20230515_0000149,quakeml:eu.emsc/event/20230515_0000149,KO.URFA,5776.0,5850.0,74.0,updated
ev_KO_SARI_.emsc_event_20230307_0000129,quakeml:eu.emsc/event/20230307_0000129,KO.SARI,4781.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230308_0000014,quakeml:eu.emsc/event/20230308_0000014,KO.SARI,5495.0,5500.0,5.0,updated
ev_KO_DARE_.emsc_event_20230307_0000177,quakeml:eu.emsc/event/20230307_0000177,KO.DARE,3986.0,3960.0,-26.0,updated
ev_KO_SARI_.emsc_event_20230601_0000150,quakeml:eu.emsc/event/20230601_0000150,KO.SARI,5606.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230305_0000036,quakeml:eu.emsc/event/20230305_0000036,KO.DARE,5253.0,5330.0,77.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000221,quakeml:eu.emsc/event/20230304_0000221,KO.KOZT,4293.0,4360.0,67.0,updated
ev_KO_GAZ_.emsc_event_20230308_0000219,quakeml:eu.emsc/event/20230308_0000219,KO.GAZ,4163.0,3970.0,-193.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000265,quakeml:eu.emsc/event/20230305_0000265,KO.GAZ,4718.0,4750.0,32.0,updated
ev_KO_TAHT_.emsc_event_20230521_0000269,quakeml:eu.emsc/event/20230521_0000269,KO.TAHT,5789.0,5840.0,51.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000028,quakeml:eu.emsc/event/20230306_0000028,KO.GAZ,4853.0,4890.0,37.0,updated
ev_KO_CEYT_.emsc_event_20230312_0000048,quakeml:eu.emsc/event/20230312_0000048,KO.CEYT,5208.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230304_0000169,quakeml:eu.emsc/event/20230304_0000169,KO.GAZ,4132.0,4230.0,98.0,updated
ev_KO_DARE_.emsc_event_20230520_0000195,quakeml:eu.emsc/event/20230520_0000195,KO.DARE,3476.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230307_0000203,quakeml:eu.emsc/event/20230307_0000203,KO.BNN,5197.0,5230.0,33.0,updated
ev_KO_DARE_.emsc_event_20230306_0000284,quakeml:eu.emsc/event/20230306_0000284,KO.DARE,4552.0,4640.0,88.0,updated
ev_KO_TAHT_.emsc_event_20230306_0000274,quakeml:eu.emsc/event/20230306_0000274,KO.TAHT,4259.0,4360.0,101.0,updated
ev_KO_SARI_.emsc_event_20230305_0000097,quakeml:eu.emsc/event/20230305_0000097,KO.SARI,5196.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230705_0000035,quakeml:eu.emsc/event/20230705_0000035,KO.BNN,5743.0,5810.0,67.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000271,quakeml:eu.emsc/event/20230305_0000271,KO.GAZ,4893.0,4850.0,-43.0,updated
ev_KO_SVRC_.emsc_event_20230612_0000160,quakeml:eu.emsc/event/20230612_0000160,KO.SVRC,4578.0,4600.0,22.0,updated
ev_KO_BNN_.emsc_event_20230629_0000224,quakeml:eu.emsc/event/20230629_0000224,KO.BNN,5315.0,5430.0,115.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000330,quakeml:eu.emsc/event/20230307_0000330,KO.GAZ,5076.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230308_0000045,quakeml:eu.emsc/event/20230308_0000045,KO.TAHT,5390.0,5440.0,50.0,updated
ev_KO_SVRC_.emsc_event_20230304_0000254,quakeml:eu.emsc/event/20230304_0000254,KO.SVRC,5468.0,5430.0,-38.0,updated
ev_KO_TAHT_.emsc_event_20230305_0000011,quakeml:eu.emsc/event/20230305_0000011,KO.TAHT,5826.0,5750.0,-76.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000050,quakeml:eu.emsc/event/20230307_0000050,KO.KOZT,5453.0,5510.0,57.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000155,quakeml:eu.emsc/event/20230304_0000155,KO.GAZ,4942.0,5050.0,108.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000179,quakeml:eu.emsc/event/20230308_0000179,KO.KOZT,4060.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230304_0000309,quakeml:eu.emsc/event/20230304_0000309,KO.TAHT,5875.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230223_0000209,quakeml:eu.emsc/event/20230223_0000209,KO.SARI,3748.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230503_0000248,quakeml:eu.emsc/event/20230503_0000248,KO.DARE,5028.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230308_0000231,quakeml:eu.emsc/event/20230308_0000231,KO.GAZ,3615.0,3690.0,75.0,updated
ev_KO_MERS_.emsc_event_20230510_0000061,quakeml:eu.emsc/event/20230510_0000061,KO.MERS,5862.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230304_0000157,quakeml:eu.emsc/event/20230304_0000157,KO.GAZ,4982.0,5030.0,48.0,updated
ev_KO_DARE_.emsc_event_20230430_0000217,quakeml:eu.emsc/event/20230430_0000217,KO.DARE,5077.0,5090.0,13.0,updated
ev_KO_BNN_.emsc_event_20230306_0000131,quakeml:eu.emsc/event/20230306_0000131,KO.BNN,5199.0,5330.0,131.0,updated
ev_KO_TAHT_.emsc_event_20230307_0000146,quakeml:eu.emsc/event/20230307_0000146,KO.TAHT,3749.0,3730.0,-19.0,updated
ev_KO_DARE_.emsc_event_20230328_0000133,quakeml:eu.emsc/event/20230328_0000133,KO.DARE,4420.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230312_0000303,quakeml:eu.emsc/event/20230312_0000303,KO.SARI,4943.0,4990.0,47.0,updated
ev_KO_SVRC_.emsc_event_20230308_0000132,quakeml:eu.emsc/event/20230308_0000132,KO.SVRC,5784.0,5860.0,76.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000046,quakeml:eu.emsc/event/20230307_0000046,KO.KOZT,5521.0,5580.0,59.0,updated
ev_KO_URFA_.emsc_event_20230311_0000274,quakeml:eu.emsc/event/20230311_0000274,KO.URFA,4571.0,4630.0,59.0,updated
ev_KO_URFA_.emsc_event_20230614_0000040,quakeml:eu.emsc/event/20230614_0000040,KO.URFA,4400.0,4380.0,-20.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000002,quakeml:eu.emsc/event/20230306_0000002,KO.GAZ,5073.0,5090.0,17.0,updated
ev_KO_KMRS_.emsc_event_20230308_0000282,quakeml:eu.emsc/event/20230308_0000282,KO.KMRS,3685.0,3780.0,95.0,updated
ev_KO_DARE_.emsc_event_20230527_0000158,quakeml:eu.emsc/event/20230527_0000158,KO.DARE,5143.0,5250.0,107.0,updated
ev_KO_MERS_.emsc_event_20230222_0000266,quakeml:eu.emsc/event/20230222_0000266,KO.MERS,5692.0,5380.0,-312.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000326,quakeml:eu.emsc/event/20230307_0000326,KO.GAZ,4307.0,4370.0,63.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000147,quakeml:eu.emsc/event/20230308_0000147,KO.KOZT,5544.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230306_0000276,quakeml:eu.emsc/event/20230306_0000276,KO.TAHT,5819.0,5870.0,51.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000340,quakeml:eu.emsc/event/20230307_0000340,KO.KMRS,3941.0,3940.0,-1.0,updated
ev_KO_SARI_.emsc_event_20230803_0000049,quakeml:eu.emsc/event/20230803_0000049,KO.SARI,4197.0,4290.0,93.0,updated
ev_KO_TAHT_.emsc_event_20230527_0000157,quakeml:eu.emsc/event/20230527_0000157,KO.TAHT,4408.0,4490.0,82.0,updated
ev_KO_KMRS_.emsc_event_20230305_0000201,quakeml:eu.emsc/event/20230305_0000201,KO.KMRS,4418.0,4390.0,-28.0,updated
ev_KO_DARE_.emsc_event_20230307_0000161,quakeml:eu.emsc/event/20230307_0000161,KO.DARE,3500.0,3560.0,60.0,updated
ev_KO_DARE_.emsc_event_20230305_0000034,quakeml:eu.emsc/event/20230305_0000034,KO.DARE,5219.0,5210.0,-9.0,updated
ev_KO_DARE_.emsc_event_20230521_0000270,quakeml:eu.emsc/event/20230521_0000270,KO.DARE,5272.0,5420.0,148.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000180,quakeml:eu.emsc/event/20230304_0000180,KO.GAZ,4531.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230304_0000310,quakeml:eu.emsc/event/20230304_0000310,KO.DARE,4719.0,4640.0,-79.0,updated
ev_KO_TAHT_.emsc_event_20230710_0000164,quakeml:eu.emsc/event/20230710_0000164,KO.TAHT,4213.0,4250.0,37.0,updated
ev_KO_DARE_.emsc_event_20230306_0000251,quakeml:eu.emsc/event/20230306_0000251,KO.DARE,4493.0,4550.0,57.0,updated
ev_KO_CEYT_.emsc_event_20230605_0000099,quakeml:eu.emsc/event/20230605_0000099,KO.CEYT,4952.0,4920.0,-32.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000262,quakeml:eu.emsc/event/20230307_0000262,KO.CEYT,4879.0,4880.0,1.0,updated
ev_KO_KMRS_.emsc_event_20230304_0000131,quakeml:eu.emsc/event/20230304_0000131,KO.KMRS,4156.0,4210.0,54.0,updated
ev_KO_DARE_.emsc_event_20230305_0000008,quakeml:eu.emsc/event/20230305_0000008,KO.DARE,4549.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230308_0000074,quakeml:eu.emsc/event/20230308_0000074,KO.DARE,4357.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230308_0000184,quakeml:eu.emsc/event/20230308_0000184,KO.KOZT,3821.0,3860.0,39.0,updated
ev_KO_DYBB_.emsc_event_20230423_0000151,quakeml:eu.emsc/event/20230423_0000151,KO.DYBB,4644.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230420_0000014,quakeml:eu.emsc/event/20230420_0000014,KO.URFA,4345.0,4420.0,75.0,updated
ev_KO_GULA_.emsc_event_20230421_0000071,quakeml:eu.emsc/event/20230421_0000071,KO.GULA,5912.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230307_0000118,quakeml:eu.emsc/event/20230307_0000118,KO.GAZ,4426.0,4570.0,144.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000250,quakeml:eu.emsc/event/20230307_0000250,KO.KOZT,5648.0,5660.0,12.0,updated
ev_KO_SARI_.emsc_event_20230702_0000113,quakeml:eu.emsc/event/20230702_0000113,KO.SARI,5986.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230305_0000185,quakeml:eu.emsc/event/20230305_0000185,KO.URFA,4753.0,4800.0,47.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000214,quakeml:eu.emsc/event/20230306_0000214,KO.GAZ,5186.0,5270.0,84.0,updated
ev_KO_BNN_.emsc_event_20230308_0000116,quakeml:eu.emsc/event/20230308_0000116,KO.BNN,4996.0,4980.0,-16.0,updated
ev_KO_SARI_.emsc_event_20230702_0000107,quakeml:eu.emsc/event/20230702_0000107,KO.SARI,4427.0,4460.0,33.0,updated
ev_KO_URFA_.emsc_event_20230305_0000191,quakeml:eu.emsc/event/20230305_0000191,KO.URFA,5232.0,5240.0,8.0,updated
ev_KO_SVRC_.emsc_event_20230306_0000101,quakeml:eu.emsc/event/20230306_0000101,KO.SVRC,4025.0,4090.0,65.0,updated
ev_KO_TAHT_.emsc_event_20230305_0000205,quakeml:eu.emsc/event/20230305_0000205,KO.TAHT,5855.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230306_0000148,quakeml:eu.emsc/event/20230306_0000148,KO.KOZT,5164.0,4950.0,-214.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000124,quakeml:eu.emsc/event/20230307_0000124,KO.GAZ,4634.0,,,no_emsc_pick
ev_KO_KARA_.emsc_event_20230614_0000052,quakeml:eu.emsc/event/20230614_0000052,KO.KARA,5378.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230304_0000068,quakeml:eu.emsc/event/20230304_0000068,KO.SVRC,4685.0,4630.0,-55.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000160,quakeml:eu.emsc/event/20230306_0000160,KO.KOZT,4297.0,4280.0,-17.0,updated
ev_KO_TAHT_.emsc_event_20230304_0000121,quakeml:eu.emsc/event/20230304_0000121,KO.TAHT,5723.0,5680.0,-43.0,updated
ev_KO_BNN_.emsc_event_20230307_0000003,quakeml:eu.emsc/event/20230307_0000003,KO.BNN,4994.0,5070.0,76.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000278,quakeml:eu.emsc/event/20230307_0000278,KO.KOZT,5814.0,5990.0,176.0,updated
ev_KO_DARE_.emsc_event_20230306_0000084,quakeml:eu.emsc/event/20230306_0000084,KO.DARE,4067.0,4020.0,-47.0,updated
ev_KO_KMRS_.emsc_event_20230308_0000094,quakeml:eu.emsc/event/20230308_0000094,KO.KMRS,5670.0,5810.0,140.0,updated
ev_KO_SARI_.emsc_event_20230621_0000217,quakeml:eu.emsc/event/20230621_0000217,KO.SARI,4615.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230307_0000130,quakeml:eu.emsc/event/20230307_0000130,KO.GAZ,4703.0,4820.0,117.0,updated
ev_KO_TAHT_.emsc_event_20230305_0000239,quakeml:eu.emsc/event/20230305_0000239,KO.TAHT,5754.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230215_0000201,quakeml:eu.emsc/event/20230215_0000201,KO.BNN,4772.0,4690.0,-82.0,updated
ev_KO_SARI_.emsc_event_20230308_0000200,quakeml:eu.emsc/event/20230308_0000200,KO.SARI,5106.0,5120.0,14.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000293,quakeml:eu.emsc/event/20230307_0000293,KO.KOZT,4384.0,4380.0,-4.0,updated
ev_KO_MERS_.emsc_event_20230305_0000121,quakeml:eu.emsc/event/20230305_0000121,KO.MERS,5710.0,5770.0,60.0,updated
ev_KO_SARI_.emsc_event_20230306_0000025,quakeml:eu.emsc/event/20230306_0000025,KO.SARI,5537.0,5600.0,63.0,updated
ev_KO_TAHT_.emsc_event_20230313_0000260,quakeml:eu.emsc/event/20230313_0000260,KO.TAHT,5890.0,5930.0,40.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000121,quakeml:eu.emsc/event/20230305_0000121,KO.CEYT,4984.0,5010.0,26.0,updated
ev_KO_SARI_.emsc_event_20230309_0000130,quakeml:eu.emsc/event/20230309_0000130,KO.SARI,4019.0,4060.0,41.0,updated
ev_KO_KMRS_.emsc_event_20230304_0000333,quakeml:eu.emsc/event/20230304_0000333,KO.KMRS,3716.0,3570.0,-146.0,updated
ev_KO_SARI_.emsc_event_20230707_0000062,quakeml:eu.emsc/event/20230707_0000062,KO.SARI,5185.0,5176.0,-9.0,updated
ev_KO_DARE_.emsc_event_20230306_0000053,quakeml:eu.emsc/event/20230306_0000053,KO.DARE,5581.0,5610.0,29.0,updated
ev_KO_DARE_.emsc_event_20230304_0000112,quakeml:eu.emsc/event/20230304_0000112,KO.DARE,5211.0,5310.0,99.0,updated
ev_KO_KMRS_.emsc_event_20230304_0000327,quakeml:eu.emsc/event/20230304_0000327,KO.KMRS,4336.0,4250.0,-86.0,updated
ev_KO_URFA_.emsc_event_20230323_0000315,quakeml:eu.emsc/event/20230323_0000315,KO.URFA,4439.0,4490.0,51.0,updated
ev_KO_SARI_.emsc_event_20230306_0000019,quakeml:eu.emsc/event/20230306_0000019,KO.SARI,4510.0,4640.0,130.0,updated
ev_KO_URFA_.emsc_event_20230304_0000262,quakeml:eu.emsc/event/20230304_0000262,KO.URFA,4215.0,4270.0,55.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000149,quakeml:eu.emsc/event/20230308_0000149,KO.CEYT,5131.0,5270.0,139.0,updated
ev_KO_SARI_.emsc_event_20230306_0000186,quakeml:eu.emsc/event/20230306_0000186,KO.SARI,3941.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230306_0000028,quakeml:eu.emsc/event/20230306_0000028,KO.KOZT,4438.0,4480.0,42.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000169,quakeml:eu.emsc/event/20230304_0000169,KO.KOZT,4556.0,4580.0,24.0,updated
ev_KO_BNN_.emsc_event_20230304_0000306,quakeml:eu.emsc/event/20230304_0000306,KO.BNN,5994.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230308_0000250,quakeml:eu.emsc/event/20230308_0000250,KO.SVRC,5661.0,5820.0,159.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000221,quakeml:eu.emsc/event/20230304_0000221,KO.GAZ,4589.0,4660.0,71.0,updated
ev_KO_BNN_.emsc_event_20230308_0000076,quakeml:eu.emsc/event/20230308_0000076,KO.BNN,5158.0,5260.0,102.0,updated
ev_KO_GULA_.emsc_event_20230513_0000240,quakeml:eu.emsc/event/20230513_0000240,KO.GULA,5836.0,5850.0,14.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000219,quakeml:eu.emsc/event/20230308_0000219,KO.KOZT,4627.0,4390.0,-237.0,updated
ev_KO_KOZT_.emsc_event_20230305_0000265,quakeml:eu.emsc/event/20230305_0000265,KO.KOZT,5658.0,5740.0,82.0,updated
ev_KO_DARE_.emsc_event_20230301_0000103,quakeml:eu.emsc/event/20230301_0000103,KO.DARE,4178.0,4200.0,22.0,updated
ev_KO_KOZT_.emsc_event_20230305_0000271,quakeml:eu.emsc/event/20230305_0000271,KO.KOZT,5728.0,5750.0,22.0,updated
ev_KO_SVRC_.emsc_event_20230305_0000238,quakeml:eu.emsc/event/20230305_0000238,KO.SVRC,5936.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230308_0000244,quakeml:eu.emsc/event/20230308_0000244,KO.SVRC,4468.0,4580.0,112.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000330,quakeml:eu.emsc/event/20230307_0000330,KO.KOZT,5215.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230329_0000149,quakeml:eu.emsc/event/20230329_0000149,KO.DARE,3798.0,3710.0,-88.0,updated
ev_KO_CEYT_.emsc_event_20230320_0000088,quakeml:eu.emsc/event/20230320_0000088,KO.CEYT,5081.0,5190.0,109.0,updated
ev_KO_DARE_.emsc_event_20230614_0000052,quakeml:eu.emsc/event/20230614_0000052,KO.DARE,5074.0,5230.0,156.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000155,quakeml:eu.emsc/event/20230304_0000155,KO.KOZT,5121.0,5260.0,139.0,updated
ev_KO_SVRC_.emsc_event_20230411_0000250,quakeml:eu.emsc/event/20230411_0000250,KO.SVRC,5747.0,5700.0,-47.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000111,quakeml:eu.emsc/event/20230305_0000111,KO.GAZ,5842.0,5940.0,98.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000096,quakeml:eu.emsc/event/20230305_0000096,KO.CEYT,4937.0,5050.0,113.0,updated
ev_KO_BNN_.emsc_event_20230305_0000036,quakeml:eu.emsc/event/20230305_0000036,KO.BNN,4860.0,4900.0,40.0,updated
ev_KO_TAHT_.emsc_event_20230304_0000055,quakeml:eu.emsc/event/20230304_0000055,KO.TAHT,5898.0,5850.0,-48.0,updated
ev_KO_BNN_.emsc_event_20230307_0000177,quakeml:eu.emsc/event/20230307_0000177,KO.BNN,5458.0,5460.0,2.0,updated
ev_KO_SVRC_.emsc_event_20230308_0000278,quakeml:eu.emsc/event/20230308_0000278,KO.SVRC,5590.0,5600.0,10.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000231,quakeml:eu.emsc/event/20230308_0000231,KO.KOZT,4954.0,4980.0,26.0,updated
ev_KO_GAZ_.emsc_event_20230308_0000179,quakeml:eu.emsc/event/20230308_0000179,KO.GAZ,4237.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230317_0000206,quakeml:eu.emsc/event/20230317_0000206,KO.BNN,4655.0,4740.0,85.0,updated
ev_KO_URFA_.emsc_event_20230306_0000294,quakeml:eu.emsc/event/20230306_0000294,KO.URFA,5911.0,5960.0,49.0,updated
ev_KO_DARE_.emsc_event_20230705_0000035,quakeml:eu.emsc/event/20230705_0000035,KO.DARE,4274.0,4220.0,-54.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000015,quakeml:eu.emsc/event/20230308_0000015,KO.CEYT,5502.0,5630.0,128.0,updated
ev_KO_SARI_.emsc_event_20230306_0000145,quakeml:eu.emsc/event/20230306_0000145,KO.SARI,5761.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230613_0000014,quakeml:eu.emsc/event/20230613_0000014,KO.SARI,5366.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230722_0000108,quakeml:eu.emsc/event/20230722_0000108,KO.SARI,4107.0,4130.0,23.0,updated
ev_KO_CEYT_.emsc_event_20230306_0000230,quakeml:eu.emsc/event/20230306_0000230,KO.CEYT,4801.0,4860.0,59.0,updated
ev_KO_MERS_.emsc_event_20230227_0000075,quakeml:eu.emsc/event/20230227_0000075,KO.MERS,5478.0,5490.0,12.0,updated
ev_KO_DARE_.emsc_event_20230707_0000160,quakeml:eu.emsc/event/20230707_0000160,KO.DARE,3246.0,3141.0,-105.0,updated
ev_KO_SARI_.emsc_event_20230306_0000151,quakeml:eu.emsc/event/20230306_0000151,KO.SARI,5869.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230307_0000203,quakeml:eu.emsc/event/20230307_0000203,KO.DARE,4896.0,4950.0,54.0,updated
ev_KO_GULA_.emsc_event_20230429_0000020,quakeml:eu.emsc/event/20230429_0000020,KO.GULA,5993.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230206_0000188,quakeml:eu.emsc/event/20230206_0000188,KO.SARI,5619.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230305_0000055,quakeml:eu.emsc/event/20230305_0000055,KO.CEYT,4850.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230304_0000302,quakeml:eu.emsc/event/20230304_0000302,KO.URFA,4635.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230307_0000114,quakeml:eu.emsc/event/20230307_0000114,KO.CEYT,4818.0,4910.0,92.0,updated
ev_KO_MERS_.emsc_event_20230306_0000230,quakeml:eu.emsc/event/20230306_0000230,KO.MERS,5717.0,5770.0,53.0,updated
ev_KO_CEYT_.emsc_event_20230227_0000075,quakeml:eu.emsc/event/20230227_0000075,KO.CEYT,4555.0,4650.0,95.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000093,quakeml:eu.emsc/event/20230307_0000093,KO.GAZ,4988.0,5000.0,12.0,updated
ev_KO_DARE_.emsc_event_20230306_0000127,quakeml:eu.emsc/event/20230306_0000127,KO.DARE,4459.0,4530.0,71.0,updated
ev_KO_BNN_.emsc_event_20230503_0000248,quakeml:eu.emsc/event/20230503_0000248,KO.BNN,4827.0,4870.0,43.0,updated
ev_KO_TAHT_.emsc_event_20230304_0000096,quakeml:eu.emsc/event/20230304_0000096,KO.TAHT,5820.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230308_0000066,quakeml:eu.emsc/event/20230308_0000066,KO.URFA,4828.0,4980.0,152.0,updated
ev_KO_SVRC_.emsc_event_20230422_0000217,quakeml:eu.emsc/event/20230422_0000217,KO.SVRC,3284.0,3320.0,36.0,updated
ev_KO_URFA_.emsc_event_20230306_0000257,quakeml:eu.emsc/event/20230306_0000257,KO.URFA,5362.0,5420.0,58.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000182,quakeml:eu.emsc/event/20230304_0000182,KO.KOZT,4673.0,4740.0,67.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000087,quakeml:eu.emsc/event/20230307_0000087,KO.GAZ,3606.0,3680.0,74.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000041,quakeml:eu.emsc/event/20230305_0000041,KO.CEYT,5004.0,5120.0,116.0,updated
ev_KO_KMRS_.emsc_event_20230306_0000312,quakeml:eu.emsc/event/20230306_0000312,KO.KMRS,3674.0,3730.0,56.0,updated
ev_KO_KOZT_.emsc_event_20230305_0000067,quakeml:eu.emsc/event/20230305_0000067,KO.KOZT,5730.0,5800.0,70.0,updated
ev_KO_DARE_.emsc_event_20230420_0000006,quakeml:eu.emsc/event/20230420_0000006,KO.DARE,5231.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230307_0000126,quakeml:eu.emsc/event/20230307_0000126,KO.KOZT,4726.0,4810.0,84.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000023,quakeml:eu.emsc/event/20230304_0000023,KO.GAZ,3601.0,3610.0,9.0,updated
ev_KO_SARI_.emsc_event_20230307_0000088,quakeml:eu.emsc/event/20230307_0000088,KO.SARI,4195.0,4230.0,35.0,updated
ev_KO_DARE_.emsc_event_20230305_0000197,quakeml:eu.emsc/event/20230305_0000197,KO.DARE,4887.0,5020.0,133.0,updated
ev_KO_TAHT_.emsc_event_20230307_0000026,quakeml:eu.emsc/event/20230307_0000026,KO.TAHT,3806.0,3870.0,64.0,updated
ev_KO_SVRC_.emsc_event_20230304_0000336,quakeml:eu.emsc/event/20230304_0000336,KO.SVRC,5253.0,5320.0,67.0,updated
ev_KO_TAHT_.emsc_event_20230424_0000260,quakeml:eu.emsc/event/20230424_0000260,KO.TAHT,5673.0,5760.0,87.0,updated
ev_KO_BNN_.emsc_event_20230304_0000110,quakeml:eu.emsc/event/20230304_0000110,KO.BNN,5518.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230311_0000300,quakeml:eu.emsc/event/20230311_0000300,KO.URFA,5114.0,5160.0,46.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000132,quakeml:eu.emsc/event/20230307_0000132,KO.KOZT,5516.0,5570.0,54.0,updated
ev_KO_KARA_.emsc_event_20230527_0000158,quakeml:eu.emsc/event/20230527_0000158,KO.KARA,5308.0,5350.0,42.0,updated
ev_KO_KOZT_.emsc_event_20230305_0000073,quakeml:eu.emsc/event/20230305_0000073,KO.KOZT,3563.0,3330.0,-233.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000176,quakeml:eu.emsc/event/20230306_0000176,KO.GAZ,5326.0,5450.0,124.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000198,quakeml:eu.emsc/event/20230304_0000198,KO.CEYT,4962.0,4970.0,8.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000027,quakeml:eu.emsc/event/20230308_0000027,KO.KOZT,4378.0,4470.0,92.0,updated
ev_KO_BNN_.emsc_event_20230308_0000248,quakeml:eu.emsc/event/20230308_0000248,KO.BNN,5604.0,5590.0,-14.0,updated
