npz,station,event_id,magnitude,window_type,status
ev_KO_BNN_.emsc_event_20230308_0000044.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000044,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000044.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000044,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000044.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000044,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000041.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000041.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000041.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000041.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000041.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_SARI_.emsc_event_20230308_0000041.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_URFA_.emsc_event_20230308_0000041.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_DARE_.emsc_event_20230308_0000041.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_BNN_.emsc_event_20230308_0000041.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_MERS_.emsc_event_20230308_0000041.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_DARE_.emsc_event_20230308_0000044.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000044,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000040.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000040.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000040.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000040.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000040.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000040.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000040.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000040.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000041.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000041,3.2,event,ok
ev_KO_MERS_.emsc_event_20230308_0000040.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000040.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000038.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000038.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
,KO.KOZT,quakeml:eu.emsc/event/20230308_0000038,2.3,event,gap
ev_KO_CEYT_.emsc_event_20230308_0000038.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000038.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_BNN_.emsc_event_20230308_0000040.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000040,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000038.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_DARE_.emsc_event_20230308_0000038.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_BNN_.emsc_event_20230308_0000038.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_SARI_.emsc_event_20230308_0000038.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000038.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000037.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000037.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000037.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000037.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000037.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000037.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000037.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000037.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_BNN_.emsc_event_20230308_0000037.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000037.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000037.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000037,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000036.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000036.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000036.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000036.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000036.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_MERS_.emsc_event_20230308_0000038.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000038,2.3,event,ok
ev_KO_SARI_.emsc_event_20230308_0000036.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_DARE_.emsc_event_20230308_0000036.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_BNN_.emsc_event_20230308_0000036.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_MERS_.emsc_event_20230308_0000036.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
,KO.SVRC,quakeml:eu.emsc/event/20230308_0000036,2.1,event,gap
ev_KO_GAZ_.emsc_event_20230308_0000031.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
,KO.KMRS,quakeml:eu.emsc/event/20230308_0000031,2.6,event,missing_HHZ
ev_KO_KOZT_.emsc_event_20230308_0000031.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000031.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_URFA_.emsc_event_20230308_0000036.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000036,2.1,event,ok
ev_KO_SARI_.emsc_event_20230308_0000031.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_URFA_.emsc_event_20230308_0000031.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_DARE_.emsc_event_20230308_0000031.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_BNN_.emsc_event_20230308_0000031.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_MERS_.emsc_event_20230308_0000031.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000031.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000023.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000023.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000023.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000023.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000023.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_SARI_.emsc_event_20230308_0000023.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_URFA_.emsc_event_20230308_0000023.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_DARE_.emsc_event_20230308_0000023.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_BNN_.emsc_event_20230308_0000023.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_MERS_.emsc_event_20230308_0000023.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000023.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000023,2.5,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000027.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
,KO.KMRS,quakeml:eu.emsc/event/20230308_0000027,2.0,event,gap
ev_KO_KOZT_.emsc_event_20230308_0000027.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000027.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000027.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000027.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000027.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000027.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_BNN_.emsc_event_20230308_0000027.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000027.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000027.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000027,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000024.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
,KO.KMRS,quakeml:eu.emsc/event/20230308_0000024,2.0,event,gap
ev_KO_KOZT_.emsc_event_20230308_0000024.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000024.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000024.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000024.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000024.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000024.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_BNN_.emsc_event_20230308_0000024.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000024.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000024.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000024,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000018.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
,KO.KMRS,quakeml:eu.emsc/event/20230308_0000018,2.0,event,gap
ev_KO_KOZT_.emsc_event_20230308_0000018.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000018.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000018.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000018.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000018.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000018.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_BNN_.emsc_event_20230308_0000018.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000018.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000018.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000018,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000014.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000014.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000014.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000014.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000014.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_SARI_.emsc_event_20230308_0000014.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_URFA_.emsc_event_20230308_0000014.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_DARE_.emsc_event_20230308_0000014.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_BNN_.emsc_event_20230308_0000014.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_MERS_.emsc_event_20230308_0000014.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000014.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000014,2.4,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000015.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000015.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000015.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000015.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000015.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_SARI_.emsc_event_20230308_0000015.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_URFA_.emsc_event_20230308_0000015.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_DARE_.emsc_event_20230308_0000015.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_BNN_.emsc_event_20230308_0000015.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_MERS_.emsc_event_20230308_0000015.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000015.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000015,2.1,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000007.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000007.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000031.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000031,2.6,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000007.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000007.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_SARI_.emsc_event_20230308_0000007.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_URFA_.emsc_event_20230308_0000007.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_DARE_.emsc_event_20230308_0000007.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_BNN_.emsc_event_20230308_0000007.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_MERS_.emsc_event_20230308_0000007.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000007.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000006.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000006.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000006.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000006.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000006.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000006.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000006.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000006.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_BNN_.emsc_event_20230308_0000006.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000006.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000006.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000006,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000003.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000003.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000003.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000003.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000003.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_SARI_.emsc_event_20230308_0000003.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_URFA_.emsc_event_20230308_0000003.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_DARE_.emsc_event_20230308_0000003.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_BNN_.emsc_event_20230308_0000003.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_MERS_.emsc_event_20230308_0000003.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000003.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000003,2.8,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000004.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000007.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000007,2.2,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000004.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000004.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000004.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000004.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000004.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000004.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000004.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000004.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000004.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000001.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000001.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000001.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000001.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000001.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_SARI_.emsc_event_20230308_0000001.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_URFA_.emsc_event_20230308_0000001.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_DARE_.emsc_event_20230308_0000001.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_BNN_.emsc_event_20230308_0000001.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_MERS_.emsc_event_20230308_0000001.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000001.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000001,2.5,event,ok
ev_KO_GAZ_.emsc_event_20230307_0000346.npz,KO.GAZ,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_KMRS_.emsc_event_20230307_0000346.npz,KO.KMRS,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_KOZT_.emsc_event_20230307_0000346.npz,KO.KOZT,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230307_0000346.npz,KO.CEYT,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230307_0000346.npz,KO.TAHT,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_SARI_.emsc_event_20230307_0000346.npz,KO.SARI,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_URFA_.emsc_event_20230307_0000346.npz,KO.URFA,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_DARE_.emsc_event_20230307_0000346.npz,KO.DARE,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_BNN_.emsc_event_20230307_0000346.npz,KO.BNN,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_MERS_.emsc_event_20230307_0000346.npz,KO.MERS,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230307_0000346.npz,KO.SVRC,quakeml:eu.emsc/event/20230307_0000346,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230307_0000347.npz,KO.GAZ,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_KMRS_.emsc_event_20230307_0000347.npz,KO.KMRS,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_KOZT_.emsc_event_20230307_0000347.npz,KO.KOZT,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_BNN_.emsc_event_20230308_0000004.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000004,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230307_0000347.npz,KO.TAHT,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_SARI_.emsc_event_20230307_0000347.npz,KO.SARI,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_URFA_.emsc_event_20230307_0000347.npz,KO.URFA,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_DARE_.emsc_event_20230307_0000347.npz,KO.DARE,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
ev_KO_BNN_.emsc_event_20230307_0000347.npz,KO.BNN,quakeml:eu.emsc/event/20230307_0000347,2.3,event,ok
